t,px,py,pz,vx,vy,vz,qw,qx,qy,qz,wx,wy,wz,omega_0,servo_0_0,omega_1,servo_1_0,omega_2,servo_2_0,omega_3,servo_3_0
0.02,0.0016629548151363273,1.5529262451321455e-05,-0.0014572456189846832,0.16629383080313076,0.001542828607228724,-0.12627505972084405,0.999999809944991,5.157944418518235e-05,-0.000587560404165344,-0.00017948629376352934,0.010307674359632046,-0.11751991306387138,-0.03588175388477262,2.0956117226300375,1.5707870694690202,2.1295809692376313,1.490987755504551,2.086858790197015,-1.5022607195768456,2.093191204281448,-1.570793881997543
0.04,0.0021763445747548203,-0.00022316206491662476,-0.0013632210008961412,-0.1141887054901925,-0.025389253760814665,0.1143495508569708,0.9999826129524894,0.0005877185426158997,0.005757342219959589,-0.0011318458918359513,0.09714368728486684,1.3865031703008943,-0.15458347684738125,2.6303877639596105,-0.9075272048009031,3.6530798233535577,-0.7750717036694201,3.250084778232761,0.8647418549769081,3.117306456259982,0.8075514195071829
0.06,0.0022849913243888718,-0.0009545617274895777,-0.0026305392866693734,0.12384026714551152,-0.047665024512453594,-0.200402857218559,0.9997847850496203,0.002468936725467408,0.02050085276797611,-0.002000919563643693,0.27572659242704334,1.5630289452646613,-0.018105482867667666,2.8985747710507797,2.1716637556319665,2.622705106887872,2.1652528507863913,2.8506142230790705,-2.0514530889872473,2.8733091167350318,-2.3121833663809506
0.08,0.0034516065155408937,-0.0018428214287522175,-0.005140159586036017,-0.006603970821432492,-0.04124662109415393,-0.06209828677134813,0.9992050470880878,0.0057167526314889795,0.03938638652583004,-0.002303096751147677,0.36793355751069884,2.216991273510553,-0.038607295746848014,1.7400696628209762,-1.3860001540518012,2.2552292419889106,-0.9847183973215423,2.186834843194152,1.2665644159403193,1.725033842960324,1.067510651818547
0.1,0.003900248149887271,-0.0026651825586742725,-0.006919336633051731,0.05069937812877192,-0.040842145135240475,-0.1011907874985748,0.9979402583686531,0.010359781568784606,0.06326070807851025,-0.0024486933030950977,0.5508769241859293,2.566653491696986,0.019101522759363276,1.6410878130186894,2.2167699217688903,1.3546901890742682,2.357839644071325,1.3132670734800622,-2.158463447047074,1.9056817203989482,-2.487801136816543
0.12000000000000001,0.004343940539536055,-0.003582552170023128,-0.008006102180172022,-0.00615045884082098,-0.050941582877406036,-0.01662985398783451,0.995810033895066,0.016499566386666147,0.0899214274531701,-0.0020672825624154694,0.6604552929834514,2.7860925068127718,0.07898473611479706,0.9854372807136891,-1.7400642756765934,1.5896591215075724,-1.2356370915308394,1.2875945288933022,1.617156519360475,1.1441400764921559,1.366219762743719
0.14,0.004321309207845112,-0.0045907826784473815,-0.008246956211047388,0.003659813662832424,-0.049824824484409135,-0.007936469097930042,0.9928610659868906,0.022950541045205747,0.11703923125107572,-0.0014113354206286705,0.6112464903513802,2.6733217249620127,0.07678097094157448,0.5921554755577529,2.2455314225146243,0.954679068693282,2.5156495046018685,0.7739988597953704,-2.1614549428992738,0.6884110719499827,-2.560377466797965
0.16,0.004187480216191007,-0.005692557630790143,-0.008102822180699056,-0.0170013285278639,-0.060371411530564884,0.020475329219256405,0.9891794549932095,0.029567633742430093,0.14370018310782334,0.000126131919067257,0.6738134162594585,2.71716073672927,0.26050590547803765,0.3560093325134381,-2.038735021762775,1.2291549494271894,-1.4685558883652599,0.6891896976831238,1.909966520006591,0.4136977575972502,1.5852913158984943
0.18,0.0038629677581416633,-0.006884031089986163,-0.007631671311116887,-0.015536156990141622,-0.05875239972078747,0.02459760919652566,0.9847873130213047,0.036175639896618844,0.16993825843740784,0.002501670438802421,0.5921915814143878,2.614434497394327,0.24388327367493684,0.2142922224116594,2.2796368187763405,0.7383628776647547,2.652330064930032,0.4152683370057298,-2.139258466515724,0.2492282924178968,-2.6428309652469095
0.19999999999999998,0.0034576462974889805,-0.008138934530698298,-0.007109353698745525,-0.0249838006197885,-0.06674837826676827,0.025455368631664085,0.9797789151176647,0.042416987127988186,0.19545441775506756,0.005625468085662902,0.5780051398324616,2.601959113865504,0.401372812975432,0.12925984862330114,-2.33247216161737,0.9468696524290904,-1.7045832555798865,0.25109314226002505,2.2141048151697516,0.1501223585205262,1.8103191888900434
